n,p,v,corpus
株,を,買収する,jnlp
円,で,買収する,jnlp
マッチング,を,用いる,jnlp
規則,を,獲得する,jnlp
diff,で,行う,jnlp
アルゴリズム,を,用いる,jnlp
部分,が,なる,jnlp
最大,に,なる,jnlp
形,で,行う,jnlp
照合,を,行う,jnlp
部分,を,する,jnlp
値,と,する,jnlp
プログラム,を,作る,jnlp
等価,と,なる,jnlp
値,に,使う,jnlp
こと,で,行う,jnlp
照合,を,行う,jnlp
精度,を,重視する,jnlp
精度,を,重視せず,jnlp
差異,が,なる,jnlp
役,に,立つ,jnlp
形態素,を,する,jnlp
単位,と,する,jnlp
関係,に,基づく,jnlp
互い,に,異なる,jnlp
分割,が,間違う,jnlp
テキスト,を,構成する,jnlp
場合,に,従う,jnlp
委員会,が,解任する,jnlp
大統領,を,解任する,jnlp
最後,に,縮約される,jnlp
縮約,が,進む,jnlp
段階,から,成る,jnlp
翻訳,を,する,jnlp
目的,と,する,jnlp
過程,を,合成する,jnlp
文,から,成る,jnlp
大統領,を,解任する,jnlp
マシン,を,用いる,jnlp
パラメーター,に,指定する,jnlp
内容,を,指定する,jnlp
語句,で,指定する,jnlp
コーパス,を,構築する,jnlp
方法,を,提案する,jnlp
分類,に,基づく,jnlp
方法,を,提案する,jnlp
方法,を,用いる,jnlp
実際,に,構築する,jnlp
人,を,する,jnlp
対象,に,する,jnlp
データ,を,収集する,jnlp
特徴,が,ある,jnlp
誰,が,書く,jnlp
何,を,書く,jnlp
こと,を,意味する,jnlp
こと,を,指す,jnlp
こと,と,する,jnlp
構築,を,置く,jnlp
念頭,に,置く,jnlp
議論,を,進める,jnlp
低下,を,招く,jnlp
尺度,を,提案する,jnlp
課題,と,考える,jnlp
生成,に,使用する,jnlp
事例,を,捨てない,jnlp
規則,を,生成する,jnlp
実験,を,行う,jnlp
事例,が,使用される,jnlp
生成,に,使用される,jnlp
可能性,が,ある,jnlp
規則,を,使用する,jnlp
解析,を,行う,jnlp
規則,で,使用する,jnlp
こと,と,する,jnlp
結果,が,得られる,jnlp
場合,が,生じる,jnlp
方法,で,決定する,jnlp
係り先,を,決定する,jnlp
ウェブ,を,採用する,jnlp
レベル,で,記述される,jnlp
傾向,を,観察する,jnlp
分野,を,代表する,jnlp
集合,を,集める,jnlp
集合,に,適用する,jnlp
抽出,を,適用する,jnlp
そこ,で,得られる,jnlp
候補,と,考える,jnlp
辞書,から,抽出する,jnlp
属性,を,抽出する,jnlp
属性,を,取得する,jnlp
ベース,を,拡張する,jnlp
物,へ,拡張する,jnlp
ベース,に,定義される,jnlp
属性,を,追加する,jnlp
関係,を,用いる,jnlp
拡張,が,提案される,jnlp
ベース,に,定義される,jnlp
対象,と,する,jnlp
論文,で,する,jnlp
目的,と,する,jnlp
問題,を,解決する,jnlp
結果,を,使用する,jnlp
こと,と,する,jnlp
方法,で,記述する,jnlp
此れ,に,伴う,jnlp
解析,で,確定しない,jnlp
関数,を,用いる,jnlp
パターン,を,記述する,jnlp
物,と,する,jnlp
把握,に,利用する,jnlp
助詞,を,利用する,jnlp
用例,を,する,jnlp
対象,に,する,jnlp
用例,を,扱う,jnlp
構造,を,把握する,jnlp
場所,に,出現する,jnlp
此れ,を,使う,jnlp
システム,で,行う,jnlp
助詞,を,含める,jnlp
キーワード,に,含める,jnlp
実験,を,行う,jnlp
対象,に,する,jnlp
時間,が,掛かる,jnlp
こと,が,分かる,jnlp
システム,が,行く,jnlp
字面,から,判別出来る,jnlp
以下,に,示す,jnlp
情報,を,抽出する,jnlp
1,に,示す,jnlp
名,が,示す,jnlp
情報,を,定義する,jnlp
情報,と,定義する,jnlp
要素,と,一致する,jnlp
辞書,を,ひく,jnlp
毎,に,得る,jnlp
情報,を,得る,jnlp
情報,に,基づく,jnlp
連接,を,調べる,jnlp
文,に,出現する,jnlp
情報,を,チェックする,jnlp
テーブル,を,参照する,jnlp
数,と,する,jnlp
最大,と,なる,jnlp
BF,が,削減する,jnlp
大きさ,を,削減する,jnlp
特筆,に,値する,jnlp
訓練,に,用いる,jnlp
重み,を,潰す,jnlp
0,に,潰す,jnlp
大きさ,が,削減される,jnlp
予測,を,誤る,jnlp
モデル,で,得られる,jnlp
精度,が,得られる,jnlp
階層,に,基づく,jnlp
関係,が,ある,jnlp
仮定,を,支持する,jnlp
物,と,考える,jnlp
関係,を,表す,jnlp
文,が,始まる,jnlp
極性,が,反転する,jnlp
属性,と,呼ぶ,jnlp
a,を,呼ぶ,jnlp
表記,と,呼ぶ,jnlp
物,を,呼ぶ,jnlp
ベース,と,呼ぶ,jnlp
集合,に,含まれる,jnlp
物,と,する,jnlp
属性,を,表す,jnlp
表記,に,一致する,jnlp
属性,を,抽出する,jnlp
此れ,を,呼ぶ,jnlp
属性,と,呼ぶ,jnlp
属性,が,付与される,jnlp
属性,に,付与される,jnlp
総和,が,なる,jnlp
能力,を,向上させる,jnlp
データ,に,加える,jnlp
データ,を,用いる,jnlp
ラベル,が,一致しない,jnlp
ラベル,が,履き違えられる,jnlp
手動,で,収集する,jnlp
文書,を,捕らえる,jnlp
等,に,加える,jnlp
ノイズ,を,加える,jnlp
データ,に,比べる,jnlp
木,が,一致する,jnlp
正解,と,する,jnlp
木,と,一致する,jnlp
場合,を,指す,jnlp
結果,を,示す,jnlp
順位,が,見る,jnlp
木の実,を,見る,jnlp
制約,を,組み込まない,jnlp
場合,と,比較する,jnlp
手法,と,比較する,jnlp
削除,が,与える,jnlp
精度,に,与える,jnlp
こと,が,分かる,jnlp
関係,を,考慮する,jnlp
検索,を,行う,jnlp
場合,に,なる,jnlp
列,を,検索する,jnlp
状況,が,挙げられる,jnlp
タグ,を,付与する,jnlp
パターン,を,見比べる,jnlp
要素,を,指定する,jnlp
我々,が,構築する,jnlp
辞書,に,基づく,jnlp
体系,が,固定される,jnlp
ドメイン,に,固定される,jnlp
ユーザー,が,選ぶ,jnlp
目的,に,応じる,jnlp
我々,が,使用する,jnlp
体系,を,使用する,jnlp
体系,に,合わせる,jnlp
辞書,を,作り直す,jnlp
分類,が,用いられる,jnlp
実際,に,用いられる,jnlp
体系,が,変更される,jnlp
辞書,を,構築する,jnlp
其れ,で,済む,jnlp
部,に,記述する,jnlp
属性,を,調べる,jnlp
部分,を,解釈出来る,jnlp
名詞句,と,解釈出来る,jnlp
属性,を,調べる,jnlp
手続き,を,記述する,jnlp
手順,で,行う,jnlp
F値,で,見る,jnlp
実用,に,耐える,jnlp
和文,と,比べる,jnlp
物,と,考えられる,jnlp
変換,を,行う,jnlp
こと,が,分かる,jnlp
距離,を,変化させる,jnlp
タイプ,を,見る,jnlp
聞き手,が,疑似共在する,jnlp
中,に,出現する,jnlp
表示,と,なる,jnlp
聞き手,が,なる,jnlp
変化,が,起こる,jnlp
態度,を,表す,jnlp
物,と,考える,jnlp
I,と,共起する,jnlp
人手,で,与える,jnlp
人手,で,与える,jnlp
関係,に,ある,jnlp
信頼度,を,する,jnlp
サイズ,を,圧縮する,jnlp
手法,を,提案する,jnlp
手法,と,異なる,jnlp
再検討,を,行う,jnlp
情報,を,捨象する,jnlp
圧縮,を,実現する,jnlp
特徴,を,持つ,jnlp
軸,が,異なる,jnlp
木,を,得る,jnlp
効率,に,与える,jnlp
影響,を,与える,jnlp
例,を,上げる,jnlp
値,を,比較する,jnlp
等,が,報告する,jnlp
結果,と,比較する,jnlp
条件,が,異なる,jnlp
問題,が,ある,jnlp
κ,に,換算する,jnlp
こと,が,分かる,jnlp
対話,を,する,jnlp
対象,と,する,jnlp
対象,と,する,jnlp
対象,と,しない,jnlp
履歴,が,持つ,jnlp
特徴,を,利用する,jnlp
データ,を,用いる,jnlp
問い合わせ,を,分類する,jnlp
FAQ,へ,分類する,jnlp
器,を,学習する,jnlp
出力,を,用いる,jnlp
手法,を,提案する,jnlp
FAQ,を,用いる,jnlp
手法,が,貢献する,jnlp
向上,に,貢献する,jnlp
こと,を,確認する,jnlp
方法,を,改善する,jnlp
結果,が,得られる,jnlp
方法,を,用いる,jnlp
使用量,から,見る,jnlp
crf,が,あげられる,jnlp
違い,を,学習する,jnlp
事例,を,用いる,jnlp
学習,が,発生する,jnlp
学習,を,する,jnlp
学習,を,実行する,jnlp
関係,を,加味する,jnlp
双方,を,行う,jnlp
個数,を,求める,jnlp
此れ,を,示す,jnlp
15,に,示す,jnlp
順序,を,入れ替える,jnlp
関係,を,加味する,jnlp
場合,と,比較する,jnlp
両方,を,行う,jnlp
精錬,を,する,jnlp
関係,を,加味する,jnlp
分野,で,使用される,jnlp
性,が,ある,jnlp
性,が,生じる,jnlp
表現,が,翻訳される,jnlp
解消,を,行うすなわち翻訳結果,jnlp
仮,に,見なす,jnlp
考え方,が,出来る,jnlp
解法,を,目指す,jnlp
記述,を,求める,jnlp
記述,が,来る,jnlp
構造,を,持つ,jnlp
グラフ,を,結合する,jnlp
記述,を,得る,jnlp
連鎖,を,含まず,jnlp
グラフ,を,結合しない,jnlp
解釈,を,得る,jnlp
タイプ,が,決定される,jnlp
一意,に,決定される,jnlp
時点,で,確定する,jnlp
内容,に,従う,jnlp
応答,を,生成する,jnlp
フェーズ,に,移行する,jnlp
内容,に,応じる,jnlp
情報,を,伝達する,jnlp
ユーザー,に,伝達する,jnlp
応答,を,生成する,jnlp
行動,を,呼ぶ,jnlp
行動,と,呼ぶ,jnlp
格助詞,が,欠落する,jnlp
句,を,抽出する,jnlp
句,が,抽出される,jnlp
木,が,作成できない,jnlp
構造,を,作成できない,jnlp
意図,で,用いられる,jnlp
方式,を,用いる,jnlp
句,を,出力する,jnlp
研究,で,使用する,jnlp
データ,を,収集する,jnlp
元,に,作成する,jnlp
組,が,送受信出来る,jnlp
一度,に,送受信出来る,jnlp
此れ,を,する,jnlp
単位,と,する,jnlp
自体,が,通知する,jnlp
対象,から,除外する,jnlp
svm,に,加える,jnlp
用例,に,基づく,jnlp
手法,を,加える,jnlp
実験,に,加える,jnlp
データ,を,比較する,jnlp
つ,と,比較する,jnlp
ラベル,を,する,jnlp
ラベル,と,する,jnlp
此処,で,呼ぶ,jnlp
両者,を,呼ぶ,jnlp
アルゴリズム,を,示す,jnlp
カウント,に,用いる,jnlp
節,で,述べる,jnlp
手順,に,従う,jnlp
文書,から,抽出される,jnlp
述語,が,異なる,jnlp
時,に,なる,jnlp
類似性,が,なる,jnlp
目,で,掛け合わせる,jnlp
スコア,を,掛け合わせる,jnlp
等,を,掛け合わせる,jnlp
物,を,示す,jnlp
相関,を,持つ,jnlp
相関,を,持つ,jnlp
傾き,を,下げる,jnlp
傾向,が,ある,jnlp
語,を,拡張する,jnlp
シソーラス,で,拡張する,jnlp
傾き,を,上げる,jnlp
相関,が,得られる,jnlp
物,と,考えられる,jnlp
値,に,なる,jnlp
形式,を,得る,jnlp
傾き,に,関わる,jnlp
システム,が,する,jnlp
対象,と,する,jnlp
モデル,に,基づく,jnlp
体系,が,挙げられる,jnlp
レベル,から,なる,jnlp
遣り取り,が,開始される,jnlp
遣り取り,に,関わる,jnlp
認識,に,関わる,jnlp
行為,に,関わる,jnlp
エラー,が,起きる,jnlp
エラー,と,なりupwardcausality,jnlp
階層,に,基づく,jnlp
エラー,を,分析する,jnlp
研究,が,なされる,jnlp
階層,が,持つ,jnlp
分析,に,持つ,jnlp
一般性,を,持つ,jnlp
事例,から,議論する,jnlp
節,で,概説する,jnlp
節,で,提案する,jnlp
手法,を,提案する,jnlp
有効性,を,示す,jnlp
系統樹,を,再構築する,jnlp
観点,から,考察する,jnlp
名,を,する,jnlp
被験者,と,する,jnlp
framenet,が,持つ,jnlp
役割,を,利用する,jnlp
手法,を,提案する,jnlp
指標,が,貢献する,jnlp
向上,に,貢献する,jnlp
こと,を,示す,jnlp
従来,より,ある,jnlp
中心,に,ある,jnlp
分析,に,基づく,jnlp
述語,を,利用する,jnlp
手法,を,提案する,jnlp
意味,が,保存される,jnlp
単語,が,出現する,jnlp
割合,を,計算する,jnlp
為,に,考えられる,jnlp
尺度,を,用いる,jnlp
方法,が,考えられる,jnlp
メテオ,を,適用する,jnlp
文,に,適用する,jnlp
文意,が,保存される,jnlp
尺度,と,比べる,jnlp
類似度,を,重視する,jnlp
確率,に,基づく,jnlp
重み,に,基づく,jnlp
こと,が,分かる,jnlp
選択,を,下回る,jnlp
手法,を,比較する,jnlp
文,を,利用する,jnlp
確率,に,基づく,jnlp
誤り,を,捉える,jnlp
誤り,を,捉える,jnlp
こと,が,分かる,jnlp
重み,に,基づく,jnlp
手法,に,比べる,jnlp
誤り,を,捉える,jnlp
こと,が,分かる,jnlp
影響,を,与える,jnlp
可能性,が,ある,jnlp
ノード,から,なる,jnlp
木,が,得られる,jnlp
1,に,示す,jnlp
例,を,示す,jnlp
数,に,比例させる,jnlp
以下,に,述べる,jnlp
種類,を,用意する,jnlp
説明,を,受ける,jnlp
問題,を,行う,jnlp
問題,を,行く,jnlp
以下,に,詳述する,jnlp
項,に,表出する,jnlp
事象,を,取る,jnlp
アスペクト,を,表出する,jnlp
利用,を,承諾下さる,jnlp
方々,に,感謝致す,jnlp
文字,を,表す,jnlp
とも,に,指す,jnlp
文字,を,指す,jnlp
物,と,する,jnlp
変化,を,表す,jnlp
左,に,連接する,jnlp
文字種,から,着目する,jnlp
変化,を,表す,jnlp
左,に,連接する,jnlp
推薦,に,利用する,jnlp
発達,で,持つ,jnlp
意味,を,持つ,jnlp
調査,を,行う,jnlp
幼児,を,する,jnlp
対象,と,する,jnlp
結果,を,示す,jnlp
関係,に,ある,jnlp
互い,に,隣接する,jnlp
関係,を,持たない,jnlp
関係,を,持たない,jnlp
物,と,比べる,jnlp
節,で,詳述する,jnlp
アクト,を,含む,jnlp
失敗,が,なる,jnlp
率,を,下げる,jnlp
原因,と,なる,jnlp
p,に,比べる,jnlp
手法,が,上回る,jnlp
辞書,を,用いる,jnlp
ムーブ,に,含まれる,jnlp
アクト,を,推定する,jnlp
関係,を,同定出来る,jnlp
推定,を,行なわない,jnlp
制約,を,導入する,jnlp
距離,を,学習する,jnlp
結果,を,得る,jnlp
ページ,を,含む,jnlp
ページ,を,導入する,jnlp
クラスタリング,を,行う,jnlp
変動,が,なる,jnlp
傾向,に,ある,jnlp
基準,と,なる,jnlp
ページ,を,導入する,jnlp
効果,が,得られない,jnlp
重心,を,固定する,jnlp
クラスタリング,を,行う,jnlp
クラスター,が,生成され易い,jnlp
考え,に,基づく,jnlp
ページ,を,含む,jnlp
変動,を,押さえる,jnlp
クラスタリング,が,実現出来る,jnlp
問題,に,あらわれる,jnlp
現象,が,あらわれる,jnlp
モデル,が,当てる,jnlp
焦点,を,当てる,jnlp
割合,を,解く,jnlp
中心,に,取り組む,jnlp
状態,と,なる,jnlp
分類,を,繰り返す,jnlp
素性,を,使う,jnlp
モデル,を,用いる,jnlp
毎,に,選出される,jnlp
ペア,から,繰り返す,jnlp
分類,を,繰り返す,jnlp
比較,を,行う,jnlp
例,を,上げる,jnlp
IDF,を,調べる,jnlp
語,を,作成する,jnlp
一部,を,示す,jnlp
個々,に,行う,jnlp
検索エンジン,で,行う,jnlp
検索,を,行う,jnlp
内容,を,取得する,jnlp
ページ,と,なる,jnlp
数,が,得られる,jnlp
ページ,を,見なす,jnlp
空間,と,見なす,jnlp
値,を,表す,jnlp
文,を,分割する,jnlp
単位,に,分割する,jnlp
等,を,区切る,jnlp
単位,に,区切る,jnlp
元,に,付与する,jnlp
カテゴリー,を,付与する,jnlp
カテゴリー,を,設ける,jnlp
文節,が,構成する,jnlp
構造,を,構成する,jnlp
可能性,が,ある,jnlp
こと,を,示す,jnlp
主題,を,表す,jnlp
時,を,表す,jnlp
名詞,が,含まれる,jnlp
カテゴリー,を,設ける,jnlp
システム,に,応じる,jnlp
時間,を,調整出来る,jnlp
フレキシキビリティー,を,持つ,jnlp
素性,を,用意する,jnlp
毎,に,解析する,jnlp
表現,を,利用出来る,jnlp
規則,に,用いられる,jnlp
クラス,に,所属する,jnlp
クラス,に,所属する,jnlp
確率,で,所属する,jnlp
頻度,を,割る,jnlp
文脈,に,応じる,jnlp
表現,を,使い分ける,jnlp
多義語,に,割り当てる,jnlp
表現,を,割り当てる,jnlp
手法,が,提案される,jnlp
アプローチ,を,用いる,jnlp
毎,に,異なる,jnlp
表現,を,生成する,jnlp
性,を,扱う,jnlp
課題,が,ある,jnlp
古く,から,存在する,jnlp
文書,を,する,jnlp
対象,と,する,jnlp
文書,が,存在する,jnlp
間,で,ある,jnlp
記述,が,ある,jnlp
文書,を,する,jnlp
対象,と,する,jnlp
要約,を,適用する,jnlp
文書,に,適用する,jnlp
内容,を,持つ,jnlp
可能性,が,ある,jnlp
此れ,に,対処しない,jnlp
述部,を,生成する,jnlp
段階,を,用意する,jnlp
1,に,示す,jnlp
段階,を,示す,jnlp
弱点,を,克服する,jnlp
能動学習,を,組み合わせる,jnlp
正解,が,存在しない,jnlp
誤り,を,修正する,jnlp
人手,で,修正する,jnlp
対象,と,する,jnlp
モデル,が,する,jnlp
誤り,を,する,jnlp
精度,を,底上げする,jnlp
学習,に,向く,jnlp
テキスト,から,収集出来る,jnlp
自動,で,収集出来る,jnlp
データ,を,収集出来る,jnlp
利点,が,ある,jnlp
updatener,で,実行する,jnlp
学習,を,実行する,jnlp
間隔,で,行う,jnlp
能動学習,を,行う,jnlp
底上げ,を,する,jnlp
運用形態,が,考えられる,jnlp
評価,を,実施したい,jnlp
考え方,を,拡張する,jnlp
構成,を,示す,jnlp
1,に,示す,jnlp
上,から,収集する,jnlp
アノテーション,を,施す,jnlp
ペアデータ,から,抽出する,jnlp
パターン,を,抽出する,jnlp
パターン,に,基づく,jnlp
拡張,を,行う,jnlp
解析,を,行う,jnlp
事前,に,行う,jnlp
事前,に,行う,jnlp
展開,を,行う,jnlp
文字列,を,拡張させる,jnlp
引き,を,行う,jnlp
こと,で,実現する,jnlp
素性,を,用いる,jnlp
モデル,を,用いる,jnlp
系列,を,選択する,jnlp
詳細,を,記述する,jnlp
本稿,に,関連する,jnlp
躍進,を,遂げる,jnlp
四足,で,移動する,jnlp
ダンス,を,踊る,jnlp
顔,を,認識する,jnlp
命令,を,受理出来る,jnlp
